stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
73,0.5,2.5,74.20184469997184,,74.17655390000436,74.20184469997184,74.6864845000091,74.6864845000091,74.7038065000088,74.98650359996827,75.62284279998858,left,-2.5,1,1,0.9247655000071973,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
74,0.5,2.5,75.63768629997503,,75.62306040001567,75.63768629997503,76.12142500001937,76.12142500001937,76.1376838000142,76.43528209999204,77.5865617999807,left,-2.5,0,0,1.4522726999712177,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
75,0.5,3.0,77.60131349996664,,77.58669799997006,77.60131349996664,78.08639760001097,78.08639760001097,78.10310489998665,78.4018505999702,78.68625460000476,left,-3.0,0,0,0.597473900008481,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
76,0.5,3.5,78.70121660002042,,78.68639280000934,78.70121660002042,79.20181369996862,79.20181369996862,79.20181369996862,,79.45398819999536,left,-3.5,1,1,0.24081839999416843,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
77,0.5,3.5,79.46857670001918,,79.45414960000198,79.46857670001918,79.95307390001835,79.95307390001835,79.97047160001239,80.25327509996714,80.4063376999693,left,-3.5,1,1,0.44349730003159493,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
78,0.5,3.5,80.42082609998761,,80.40660250000656,80.42082609998761,80.91934289998608,80.91934289998608,80.9351429999806,81.21880849997979,81.32048569998005,left,-3.5,1,1,0.387659200001508,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
79,0.5,3.0,81.33526530000381,,81.32065770000918,81.33526530000381,81.82043069996871,81.82043069996871,81.83646500000032,82.13521869998658,82.23929739999585,left,-3.0,1,1,0.4146321999724023,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
80,0.5,3.0,82.25358580000466,,82.23953389999224,82.25358580000466,82.75449159997515,82.75449159997515,82.75449159997515,83.05406210001092,83.28953989996808,right,3.0,1,1,0.5223088000202551,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
81,0.5,3.0,83.30411420000019,,83.28976050001802,83.30411420000019,83.80370320001384,83.80370320001384,83.80370320001384,84.11812689999351,84.35389520000899,right,3.0,1,1,0.5449870000011288,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
82,0.5,2.5,84.36842830001842,,84.35408209997695,84.36842830001842,84.86830949998694,84.86830949998694,84.86830949998694,85.16815260000294,85.30332700000145,right,2.5,1,1,0.4281716999830678,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
83,0.5,2.5,85.31870429997798,,85.30348040000536,85.31870429997798,85.8042279999936,85.8042279999936,85.82148549996782,86.10368050000397,86.23987230000785,left,-2.5,0,0,0.41798590001417324,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
84,0.5,3.0,86.25467180000851,,86.24013019999256,86.25467180000851,86.75200989999576,86.75200989999576,86.7685498999781,87.05183339997893,87.48909809999168,left,-3.0,1,1,0.7307757000089623,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
85,0.5,3.0,87.5039496999816,,87.48931430000812,87.5039496999816,88.00409549998585,88.00409549998585,88.0211950999801,88.30423279997194,88.45691639999859,right,3.0,1,1,0.4491387000307441,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
86,0.5,3.0,88.47086459997809,,88.4571913999971,88.47086459997809,88.97068640001817,88.97068640001817,88.97068640001817,89.27054230001522,89.42091370001435,left,-3.0,0,0,0.439687900012359,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
87,0.5,3.5,89.43530489999102,,89.4210845999769,89.43530489999102,89.92110540001886,89.92110540001886,89.93765520001762,90.23532029998023,90.90568069997244,right,3.5,1,1,0.9693916999967769,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
88,0.5,3.5,90.92041259998223,,90.90590219997102,90.92041259998223,91.41990759997861,91.41990759997861,91.41990759997861,91.71992639999371,91.7889717000071,right,3.5,0,0,0.3559693000279367,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
89,0.5,4.0,91.80349429999478,,91.78920030000154,91.80349429999478,92.3026437999797,92.3026437999797,92.3026437999797,92.60261709999759,92.92169069999363,right,4.0,1,1,0.6108718999894336,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
90,0.5,4.0,92.93662829999812,,92.92188549996354,92.93662829999812,93.4362210999825,93.4362210999825,93.4362210999825,93.73610420001205,93.99017840001034,left,-4.0,1,1,0.5496491999947466,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
91,0.5,4.0,94.00280449999264,,93.99039589997847,94.00280449999264,94.5035804999643,94.5035804999643,94.5035804999643,94.80318109999644,95.15295879996847,left,-4.0,1,1,0.6452921999734826,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
92,0.5,3.5,95.16863209998701,,95.153098699986,95.16863209998701,95.6521461000084,95.6521461000084,95.66851859999588,95.95186530001229,96.18735829996876,right,3.5,1,1,0.5227215999620967,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
93,0.5,3.5,96.2027844999684,,96.1875224999967,96.2027844999684,96.7021226999932,96.7021226999932,96.7021226999932,97.0019238999812,97.22025219997158,left,-3.5,1,1,0.5010580000234768,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
94,0.5,3.5,97.23546830000123,,97.2204167000018,97.23546830000123,97.73548480001045,97.73548480001045,97.73548480001045,98.03514940000605,98.3061505999649,right,3.5,1,1,0.5590608000056818,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
95,0.5,3.0,98.3215923999669,,98.3063906999887,98.3215923999669,98.81842480000341,98.81842480000341,98.8350511000026,99.11864830000559,99.28637240000535,left,-3.0,1,1,0.4636528000119142,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
96,0.5,3.0,99.30133639997803,,99.28650479996577,99.30133639997803,99.8051087000058,99.8051087000058,99.8051087000058,100.1180042999913,100.78953050001292,right,3.0,1,1,0.9764321999973617,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
97,0.5,3.0,100.8037684999872,,100.78976850002073,100.8037684999872,101.30310530000133,101.30310530000133,101.30310530000133,101.61841870000353,101.68665250000777,left,-3.0,1,1,0.37284700002055615,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
98,0.5,2.5,101.70196370000485,,101.68682509998325,101.70196370000485,102.20155210001394,102.20155210001394,102.20155210001394,102.5031668000156,102.77273389999755,left,-2.5,1,1,0.5552801999729127,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
99,0.5,2.5,102.7868966999813,,102.7729806000134,102.7868966999813,103.28779909998411,103.28779909998411,103.28779909998411,103.60199539997848,103.85722010000609,right,2.5,1,1,0.5562567999586463,443045,001,2024-09-11_22h23.43.919,Adaptive Staircase Experiment h.w,2024.1.5,None,2024-09-11 22h23.47.311808 +0530,
